Id_cliente,churn,genero,idoso,possui_parceiro,possui_dependentes,tempo_de_contato,servico_telefonico,varias_linhas_telefonicas,tipo_de_internet,seguraca_online,backup_online,protecao_de_dispositivo,suporte_tecnico,tv_por_streaming,filmes_por_streaming,tipo_de_contrato,fatura_digital,forma_de_pagamento,gasto_mensal,gasto_total,contas_diarias
0235-KGSLC,Yes,Feminino,No,No,No,1,Yes,No,Fibra óptica,No,No,Yes,No,Yes,No,Mês a mês,Yes,Cartão de crédito (automático),85.55,85.55,2.8516666666666666
0236-HFWSV,Yes,Masculino,No,No,No,15,Yes,Yes,Fibra óptica,No,No,No,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,93.35,1444.65,3.2103333333333337
0237-YFUTL,No,Feminino,No,Yes,No,50,Yes,Yes,Fibra óptica,Yes,Yes,No,Yes,Yes,Yes,Mês a mês,Yes,Transferência bancária (automática),109.65,5405.8,3.6038666666666668
0238-WHBIQ,No,Masculino,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Dois anos,No,Cartão de crédito (automático),89.7,6339.3,2.934861111111111
0239-OXEXL,No,Feminino,No,No,No,46,Yes,Yes,Fibra óptica,Yes,Yes,No,No,No,No,Mês a mês,No,Cheque enviado,84.25,3847.6,2.7881159420289854
0244-LGNFY,No,Feminino,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Dois anos,No,Transferência bancária (automática),92.65,6733.0,3.1171296296296296
0247-SLUJI,No,Masculino,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque enviado,19.7,19.7,0.6566666666666666
0248-IPDFW,No,Feminino,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Mês a mês,Yes,Cheque eletrônico,50.1,50.1,1.6700000000000002
0248-PGHBZ,No,Feminino,Yes,No,No,67,Yes,No,Fibra óptica,Yes,Yes,No,Yes,Yes,No,Dois anos,Yes,Transferência bancária (automática),92.45,6140.85,3.0551492537313436
0253-ZTEOB,No,Feminino,No,Yes,Yes,48,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Dois anos,No,Cheque eletrônico,79.65,3870.3,2.6877083333333336
0254-FNMCI,No,Feminino,No,No,No,72,Yes,No,Fibra óptica,Yes,Yes,Yes,Yes,Yes,Yes,Dois anos,Yes,Cheque eletrônico,109.9,7624.2,3.529722222222222
0254-KCJGT,No,Masculino,No,Yes,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Um ano,Yes,Cartão de crédito (automático),81.4,4354.45,2.7913141025641024
0254-WWRKD,No,Feminino,No,Yes,Yes,67,Yes,No,DSL,No,Yes,No,No,No,No,Um ano,No,Cartão de crédito (automático),50.55,3431.75,1.7073383084577114
0256-LTHVJ,Yes,Feminino,No,Yes,Yes,28,Yes,No,Fibra óptica,No,No,No,No,No,Yes,Mês a mês,Yes,Cheque eletrônico,81.05,2227.1,2.6513095238095237
0257-KXZGU,No,Feminino,No,Yes,Yes,32,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Mês a mês,No,Transferência bancária (automática),62.45,2045.55,2.13078125
0257-ZESQC,Yes,Feminino,Yes,Yes,No,27,Yes,No,Fibra óptica,Yes,No,No,No,No,No,Mês a mês,Yes,Transferência bancária (automática),75.2,1929.35,2.3819135802469136
0258-NOKBL,No,Masculino,No,No,No,3,Yes,No,Fibra óptica,No,Yes,Yes,No,No,Yes,Mês a mês,No,Cheque eletrônico,90.4,268.45,2.9827777777777778
0259-GBZSH,Yes,Masculino,No,No,No,2,Yes,Yes,Fibra óptica,No,No,No,No,Yes,No,Mês a mês,Yes,Cheque eletrônico,85.65,181.5,3.025
0260-ZDLGK,Yes,Feminino,No,No,Yes,9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Mês a mês,Yes,Cheque enviado,72.9,651.4,2.4125925925925924
0263-FJTQO,No,Masculino,No,Yes,Yes,50,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Dois anos,Yes,Cartão de crédito (automático),70.5,3486.65,2.3244333333333334
0264-CNITK,No,Feminino,No,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Transferência bancária (automática),20.1,1389.6,0.652394366197183
0265-EDXBD,Yes,Masculino,Yes,Yes,No,32,Yes,Yes,Fibra óptica,No,No,No,No,No,No,Mês a mês,Yes,Cheque eletrônico,74.9,2303.35,2.3993229166666667
0265-PSUAE,No,Feminino,No,Yes,Yes,16,Yes,No,Fibra óptica,Yes,No,Yes,No,Yes,Yes,Mês a mês,No,Transferência bancária (automática),100.7,1522.7,3.1722916666666667
0266-CLZKZ,No,Feminino,No,Yes,Yes,67,Yes,Yes,Fibra óptica,No,No,Yes,Yes,Yes,Yes,Dois anos,Yes,Transferência bancária (automática),105.65,6717.9,3.342238805970149
0266-GMEAO,No,Masculino,No,Yes,Yes,72,Yes,Yes,Fibra óptica,Yes,Yes,Yes,Yes,Yes,Yes,Dois anos,Yes,Cartão de crédito (automático),114.3,8058.55,3.7308101851851854
0268-QKIWO,Yes,Feminino,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque eletrônico,19.75,58.85,0.6538888888888889
0269-XFESX,No,Masculino,No,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um ano,No,Cheque enviado,24.35,538.5,0.7804347826086957
0270-THENM,No,Masculino,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Dois anos,No,Transferência bancária (automática),69.85,5102.35,2.3621990740740744
0274-JKUJR,No,Masculino,No,Yes,Yes,7,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Mês a mês,No,Cheque enviado,58.85,465.7,2.2176190476190474
0277-BKSQP,No,Masculino,No,Yes,Yes,8,Yes,No,DSL,No,No,No,No,Yes,No,Mês a mês,Yes,Cheque eletrônico,54.4,475.1,1.9795833333333335
0277-ORXQS,No,Masculino,No,Yes,Yes,66,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Dois anos,No,Transferência bancária (automática),50.55,3364.55,1.6992676767676769
0278-YXOOG,Yes,Masculino,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque enviado,21.05,113.85,0.759
0280-XJGEX,Yes,Masculino,No,No,No,49,Yes,Yes,Fibra óptica,No,Yes,Yes,No,Yes,Yes,Mês a mês,Yes,Transferência bancária (automática),103.7,5036.3,3.4260544217687077
0281-CNTZX,No,Masculino,No,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,Yes,Transferência bancária (automática),19.95,1234.8,0.6533333333333333
0282-NVSJS,No,Feminino,Yes,Yes,Yes,12,No,No phone service,DSL,No,No,No,Yes,No,No,Mês a mês,Yes,Cheque enviado,29.3,355.9,0.988611111111111
0285-INHLN,No,Masculino,No,Yes,Yes,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Mês a mês,Yes,Cartão de crédito (automático),54.75,1510.3,1.864567901234568
0289-IVARM,No,Feminino,No,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Mês a mês,No,Cheque eletrônico,60.55,1982.6,1.8881904761904762
0292-WEGCH,No,Feminino,No,Yes,Yes,54,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,86.2,4524.05,2.7926234567901234
0295-PPHDO,Yes,Masculino,No,No,No,1,Yes,Yes,Fibra óptica,No,No,No,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,95.45,95.45,3.1816666666666666
0295-QVKPB,No,Masculino,No,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Mês a mês,Yes,Cartão de crédito (automático),63.95,318.1,2.1206666666666667
0297-RBCSG,No,Masculino,No,No,No,19,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Um ano,Yes,Transferência bancária (automática),65.35,1231.85,2.1611403508771927
0298-XACET,No,Masculino,No,Yes,Yes,52,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Dois anos,No,Cheque enviado,50.2,2554.0,1.6371794871794871
0301-FIDRB,No,Feminino,No,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Dois anos,Yes,Transferência bancária (automática),63.8,4684.3,2.1686574074074074
0301-KOBTQ,No,Masculino,No,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,Yes,Transferência bancária (automática),20.05,614.45,0.6400520833333334
0302-JOIVN,Yes,Feminino,No,Yes,No,8,Yes,No,Fibra óptica,No,Yes,Yes,No,Yes,Yes,Mês a mês,No,Cheque eletrônico,101.15,842.9,3.5120833333333334
0303-UNCIP,No,Masculino,No,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Um ano,No,Cheque enviado,65.0,2531.8,2.0583739837398376
0303-WMMRN,No,Masculino,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,Cheque enviado,19.25,86.05,0.5736666666666667
0305-SQECB,No,Feminino,No,No,Yes,11,No,No phone service,DSL,Yes,No,No,Yes,No,No,Um ano,Yes,Cheque enviado,36.05,402.6,1.22
0306-JAELE,Yes,Masculino,No,No,No,5,Yes,No,Fibra óptica,No,No,No,Yes,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,96.1,453.4,3.0226666666666664
0307-BCOPK,No,Feminino,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um ano,No,Cheque enviado,19.05,326.65,0.6805208333333332
0308-GIQJT,No,Masculino,Yes,No,No,71,Yes,Yes,Fibra óptica,No,Yes,No,Yes,Yes,Yes,Um ano,No,Transferência bancária (automática),105.75,7382.85,3.4661267605633803
0308-IVGOK,No,Feminino,No,No,No,11,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Um ano,Yes,Cartão de crédito (automático),40.4,422.6,1.2806060606060607
0310-MVLET,Yes,Feminino,No,Yes,Yes,61,Yes,Yes,Fibra óptica,No,Yes,No,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,99.15,6010.05,3.2841803278688526
0310-SUCIN,No,Feminino,No,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Um ano,Yes,Transferência bancária (automática),84.8,6046.1,2.838544600938967
0310-VQXAM,No,Masculino,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque enviado,19.85,178.8,0.6622222222222223
0311-QYWSS,No,Feminino,No,No,No,6,Yes,No,DSL,Yes,No,No,No,No,No,Mês a mês,Yes,Cheque eletrônico,49.45,314.6,1.7477777777777779
0311-UNPFF,Yes,Feminino,No,No,No,26,Yes,No,Fibra óptica,No,No,No,No,Yes,Yes,Mês a mês,Yes,Transferência bancária (automática),88.8,2274.35,2.915833333333333
0314-TKOSI,No,Feminino,No,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Mês a mês,No,Cheque enviado,55.15,322.9,1.7938888888888889
0315-LVCRK,No,Masculino,No,No,No,11,Yes,No,Fibra óptica,No,No,Yes,No,No,Yes,Mês a mês,No,Cheque eletrônico,84.8,888.75,2.6931818181818183
0318-QUUOB,Yes,Masculino,No,Yes,No,1,Yes,No,Fibra óptica,No,No,No,No,Yes,No,Mês a mês,Yes,Cheque eletrônico,80.55,80.55,2.685
0318-ZOPWS,No,Feminino,No,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,Yes,Transferência bancária (automática),20.15,973.35,0.6621428571428571
0319-QZTCO,No,Feminino,No,Yes,Yes,3,Yes,No,DSL,No,Yes,No,No,Yes,No,Mês a mês,Yes,Cartão de crédito (automático),58.7,168.6,1.8733333333333333
0320-DWVTU,No,Feminino,No,No,No,53,Yes,No,Fibra óptica,Yes,Yes,Yes,Yes,No,Yes,Dois anos,No,Cheque enviado,99.5,5424.25,3.411477987421384
0320-JDNQG,Yes,Masculino,No,Yes,Yes,23,Yes,No,Fibra óptica,Yes,No,No,Yes,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,99.85,2331.3,3.378695652173913
0322-CHQRU,Yes,Masculino,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Mês a mês,No,Cheque eletrônico,45.35,89.5,1.4916666666666667
0322-YINQP,Yes,Masculino,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Mês a mês,Yes,Cheque enviado,48.55,48.55,1.6183333333333332
0323-XWWTN,No,Masculino,No,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,Yes,Cheque enviado,26.4,121.25,1.3472222222222223
0324-BRPCJ,Yes,Feminino,Yes,Yes,No,68,Yes,Yes,Fibra óptica,No,Yes,No,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,100.2,6851.65,3.3586519607843135
0325-XBFAC,Yes,Masculino,No,No,No,8,Yes,No,Fibra óptica,No,No,Yes,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,94.7,740.3,3.0845833333333332
0326-VDYXE,No,Feminino,No,Yes,No,70,Yes,Yes,Fibra óptica,No,No,Yes,No,Yes,Yes,Um ano,Yes,Cheque eletrônico,97.65,6982.5,3.325
0327-WFZSY,No,Masculino,No,Yes,Yes,39,Yes,Yes,Fibra óptica,No,No,Yes,No,Yes,Yes,Um ano,No,Cheque eletrônico,100.0,3835.55,3.2782478632478633
0328-GRPMV,Yes,Feminino,No,No,No,1,Yes,No,Fibra óptica,No,No,No,No,No,No,Mês a mês,Yes,Cheque eletrônico,70.1,70.1,2.3366666666666664
0329-GTIAJ,Yes,Feminino,No,No,No,3,Yes,No,Fibra óptica,No,Yes,No,Yes,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,97.9,315.3,3.5033333333333334
0330-BGYZE,No,Masculino,No,Yes,No,60,Yes,Yes,Fibra óptica,No,Yes,Yes,No,Yes,Yes,Um ano,No,Transferência bancária (automática),102.5,6157.6,3.4208888888888893
0330-IVZHA,Yes,Feminino,No,Yes,No,5,Yes,No,Fibra óptica,No,No,No,No,No,No,Mês a mês,No,Cheque eletrônico,69.95,330.15,2.201
0334-GDDSO,Yes,Masculino,Yes,No,No,3,Yes,Yes,Fibra óptica,No,Yes,No,No,No,No,Mês a mês,Yes,Cheque eletrônico,81.35,233.7,2.5966666666666667
0334-ZFJSR,No,Feminino,No,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Um ano,Yes,Cartão de crédito (automático),66.05,3462.1,2.0982424242424242
0336-KXKFK,No,Masculino,No,No,No,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Dois anos,Yes,Cartão de crédito (automático),61.2,4390.25,2.0325231481481483
0336-PIKEI,No,Masculino,Yes,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Dois anos,No,Transferência bancária (automática),74.4,5360.75,2.481828703703704
0337-CNPZE,Yes,Feminino,No,No,No,41,Yes,Yes,Fibra óptica,No,Yes,Yes,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,106.3,4443.45,3.612560975609756
0343-QLUZP,No,Masculino,No,No,No,60,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Dois anos,No,Transferência bancária (automática),39.6,2424.5,1.3469444444444445
0345-HKJVM,Yes,Feminino,No,No,No,6,Yes,No,Fibra óptica,No,No,No,No,Yes,Yes,Mês a mês,No,Cheque eletrônico,89.3,577.6,3.208888888888889
0345-XMMUG,No,Feminino,No,Yes,No,46,Yes,Yes,Fibra óptica,No,Yes,Yes,Yes,Yes,Yes,Dois anos,Yes,Cartão de crédito (automático),108.9,4854.3,3.517608695652174
0347-UBKUZ,No,Feminino,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque enviado,19.9,320.45,0.7121111111111111
0348-SDKOL,Yes,Feminino,No,Yes,No,58,Yes,Yes,Fibra óptica,No,No,Yes,Yes,Yes,Yes,Mês a mês,Yes,Cartão de crédito (automático),102.1,5885.4,3.382413793103448
0354-VXMJC,No,Masculino,No,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Cartão de crédito (automático),19.6,426.65,0.6183333333333333
0354-WYROK,Yes,Feminino,Yes,Yes,Yes,31,Yes,No,Fibra óptica,No,No,Yes,Yes,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,98.9,2911.3,3.130430107526882
0356-ERHVT,No,Masculino,No,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Mês a mês,Yes,Transferência bancária (automática),45.9,521.9,1.5815151515151515
0356-OBMAC,No,Feminino,Yes,No,No,56,Yes,Yes,Fibra óptica,No,Yes,Yes,Yes,Yes,No,Dois anos,Yes,Transferência bancária (automática),99.9,5706.3,3.396607142857143
0357-NVCRI,No,Feminino,No,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cartão de crédito (automático),20.05,471.7,0.6289333333333333
0361-HJRDX,No,Feminino,No,No,No,68,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Dois anos,No,Cartão de crédito (automático),64.35,4539.6,2.225294117647059
0362-RAOQO,No,Feminino,No,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Cartão de crédito (automático),19.65,830.25,0.691875
0362-ZBZWJ,Yes,Masculino,No,No,No,36,Yes,Yes,Fibra óptica,No,No,No,No,No,Yes,Mês a mês,Yes,Cheque eletrônico,84.9,3067.2,2.84
0363-QJVFX,Yes,Masculino,No,No,No,32,Yes,Yes,Fibra óptica,Yes,Yes,No,Yes,Yes,Yes,Mês a mês,Yes,Cartão de crédito (automático),108.15,3432.9,3.5759375
0363-SVHYR,No,Masculino,No,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Dois anos,No,Transferência bancária (automática),86.85,6263.8,2.9407511737089203
0365-BZUWY,No,Masculino,No,Yes,No,17,Yes,Yes,Fibra óptica,No,Yes,Yes,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,102.55,1742.5,3.4166666666666665
0365-GXEZS,No,Masculino,No,Yes,No,18,Yes,No,Fibra óptica,No,No,Yes,Yes,No,No,Mês a mês,No,Cheque eletrônico,78.2,1468.75,2.7199074074074074
0365-TRTPY,No,Feminino,No,No,No,37,Yes,Yes,Fibra óptica,Yes,Yes,Yes,No,No,No,Mês a mês,No,Transferência bancária (automática),91.2,3382.3,3.0471171171171174
0366-NQSHS,No,Masculino,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque enviado,19.35,46.35,0.7725000000000001
0369-ZGOVK,No,Feminino,No,Yes,Yes,28,Yes,No,Fibra óptica,No,No,No,No,No,No,Um ano,Yes,Transferência bancária (automática),70.4,1992.2,2.3716666666666666
0373-AIVNJ,No,Masculino,No,No,No,9,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Um ano,No,Cheque enviado,39.55,373.0,1.3814814814814815
0374-AACSZ,No,Feminino,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Mês a mês,No,Cheque eletrônico,50.15,50.15,1.6716666666666666
0374-FIUCA,No,Masculino,No,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,Yes,Cartão de crédito (automático),20.4,1414.45,0.7253589743589743
0374-IOEGQ,No,Feminino,No,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Mês a mês,No,Cheque eletrônico,44.6,122.7,1.3633333333333333
0375-HVGXO,Yes,Feminino,No,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Mês a mês,Yes,Cheque eletrônico,34.7,34.7,1.1566666666666667
0376-OIWME,No,Masculino,No,Yes,No,36,Yes,No,Fibra óptica,Yes,No,No,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,93.6,3366.05,3.1167129629629633
0376-YMCJC,Yes,Masculino,No,No,No,23,Yes,Yes,Fibra óptica,No,No,No,Yes,Yes,No,Mês a mês,Yes,Cheque eletrônico,90.6,1943.2,2.816231884057971
0377-JBKKT,No,Masculino,No,Yes,Yes,22,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Mês a mês,Yes,Cheque enviado,57.95,1271.8,1.926969696969697
0378-CJKPV,No,Feminino,No,Yes,No,72,Yes,Yes,Fibra óptica,Yes,Yes,Yes,Yes,Yes,Yes,Dois anos,No,Cartão de crédito (automático),112.1,7965.95,3.687939814814815
0378-NHQXU,Yes,Feminino,No,Yes,Yes,17,Yes,Yes,Fibra óptica,No,No,Yes,No,Yes,No,Mês a mês,No,Cheque eletrônico,88.25,1460.65,2.8640196078431375
0378-TOVMS,Yes,Feminino,No,No,No,3,Yes,No,Fibra óptica,No,No,No,Yes,No,Yes,Mês a mês,No,Cheque eletrônico,85.8,272.2,3.0244444444444443
0378-XSZPU,Yes,Masculino,No,Yes,No,58,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Um ano,No,Cartão de crédito (automático),60.3,3563.8,2.04816091954023
0379-DJQHR,No,Masculino,No,Yes,Yes,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Dois anos,No,Cartão de crédito (automático),81.35,5398.6,2.6858706467661695
0380-NEAVX,No,Masculino,Yes,No,No,34,Yes,No,Fibra óptica,No,Yes,Yes,No,Yes,Yes,Um ano,Yes,Cheque eletrônico,99.85,3343.15,3.2775980392156865
0380-ZCSBI,No,Masculino,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cartão de crédito (automático),20.0,198.7,0.6623333333333333
0383-CLDDA,No,Feminino,No,No,No,69,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Dois anos,Yes,Cartão de crédito (automático),85.35,5897.4,2.848985507246377
0384-LPITE,No,Masculino,No,No,No,40,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Um ano,No,Cartão de crédito (automático),62.05,2511.55,2.0929583333333337
0384-RVBPI,No,Masculino,No,No,No,20,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Mês a mês,No,Cartão de crédito (automático),64.4,1398.6,2.331
0386-CWRGM,No,Feminino,No,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Cheque enviado,19.4,967.85,0.701340579710145
0388-EOPEX,Yes,Feminino,No,Yes,No,2,Yes,No,Fibra óptica,Yes,No,No,No,No,No,Mês a mês,Yes,Cheque eletrônico,74.4,139.4,2.3233333333333333
0390-DCFDQ,Yes,Feminino,Yes,Yes,No,1,Yes,No,Fibra óptica,No,No,No,No,No,No,Mês a mês,Yes,Cheque enviado,70.45,70.45,2.3483333333333336
0392-BZIUW,No,Feminino,No,Yes,No,72,Yes,Yes,Fibra óptica,Yes,No,Yes,No,Yes,Yes,Dois anos,Yes,Cartão de crédito (automático),105.0,7589.8,3.5137962962962965
0394-YONDK,No,Masculino,No,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Cartão de crédito (automático),25.15,1790.15,0.852452380952381
0396-HUJBP,No,Feminino,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque enviado,19.3,44.4,0.74
0396-UKGAI,No,Masculino,No,No,Yes,23,Yes,No,DSL,No,Yes,No,Yes,No,No,Mês a mês,Yes,Transferência bancária (automática),55.3,1284.2,1.8611594202898551
0396-YCHWO,No,Masculino,No,Yes,No,36,Yes,Yes,Fibra óptica,No,No,No,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,95.4,3474.2,3.216851851851852
0397-GZBBC,Yes,Masculino,Yes,Yes,No,59,Yes,Yes,Fibra óptica,No,No,No,No,Yes,Yes,Mês a mês,Yes,Transferência bancária (automática),93.85,5574.75,3.1495762711864406
0397-ZXWQF,No,Masculino,No,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Transferência bancária (automática),20.5,1430.95,0.7119154228855722
0401-WDBXM,No,Masculino,No,Yes,Yes,72,Yes,Yes,Fibra óptica,Yes,No,Yes,No,Yes,Yes,Dois anos,Yes,Transferência bancária (automática),105.55,7542.25,3.4917824074074075
0402-CQAJN,Yes,Feminino,No,No,No,37,Yes,Yes,Fibra óptica,No,Yes,Yes,No,Yes,Yes,Mês a mês,Yes,Transferência bancária (automática),101.9,3545.35,3.194009009009009
0402-OAMEN,No,Feminino,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Transferência bancária (automática),24.45,1709.1,0.79125
